date_time	sensorID	variable	value
2020-09-18T01:42:00Z	station_05/multisens_05	Temperature	24.53
2020-09-18T02:44:00Z	station_05/multisens_05	Relative Humidity	53.27
2020-09-18T03:42:00Z	station_05/multisens_05	Relative Humidity	55.78
2020-09-18T05:45:00Z	station_05/multisens_05	Temperature	24.33
2020-09-18T05:49:00Z	station_05/par_05	PAR	0
2020-09-18T07:16:00Z	station_05/multisens_05	Temperature	24.32
2020-09-18T07:16:00Z	station_05/multisens_05	Relative Humidity	60.1
2020-09-18T07:42:00Z	station_05/par_05	PAR	38
2020-09-18T10:29:00Z	station_05/multisens_05	Relative Humidity	45.5
2020-09-18T10:30:00Z	station_05/multisens_05	Temperature	31.35
2020-09-18T10:50:00Z	station_05/par_05	PAR	596
2020-09-18T11:29:00Z	station_05/par_05	PAR	251
2020-09-18T12:53:00Z	station_05/multisens_05	Relative Humidity	22.32
2020-09-18T12:58:00Z	station_05/multisens_05	Temperature	44.65
2020-09-18T13:59:00Z	station_05/multisens_05	Temperature	38.12
2020-09-18T13:59:00Z	station_05/multisens_05	Relative Humidity	28.94
2020-09-18T14:05:00Z	station_05/par_05	PAR	657
2020-09-18T16:46:00Z	station_05/par_05	PAR	567
2020-09-18T16:49:00Z	station_05/multisens_05	Temperature	37.21
2020-09-18T16:49:00Z	station_05/multisens_05	Relative Humidity	26.85
2020-09-18T18:19:00Z	station_05/par_05	PAR	38
2020-09-18T19:36:00Z	station_05/multisens_05	Temperature	29.94
2020-09-18T19:55:00Z	station_05/multisens_05	Relative Humidity	37.08
2020-09-18T20:47:00Z	station_05/par_05	PAR	0
2020-09-18T21:08:00Z	station_05/multisens_05	Temperature	27.28
2020-09-18T21:33:00Z	station_05/multisens_05	Relative Humidity	49.54
2020-09-18T23:14:00Z	station_05/par_05	PAR	0
2020-09-19T00:00:00Z	station_05/multisens_05	Temperature	24.62
2020-09-19T00:49:00Z	station_05/multisens_05	Relative Humidity	59.57
2020-09-19T01:41:00Z	station_05/par_05	PAR	0
2020-09-19T02:29:00Z	station_05/multisens_05	Temperature	23.65
2020-09-19T03:29:00Z	station_05/multisens_05	Relative Humidity	63.6
2020-09-19T05:21:00Z	station_05/multisens_05	Relative Humidity	59.96
2020-09-19T06:39:00Z	station_05/multisens_05	Temperature	22.72
2020-09-19T06:42:00Z	station_05/par_05	PAR	0
2020-09-19T08:27:00Z	station_05/multisens_05	Relative Humidity	63.25
2020-09-19T08:57:00Z	station_05/par_05	PAR	99
2020-09-19T08:59:00Z	station_05/multisens_05	Temperature	24.64
2020-09-19T10:50:00Z	station_05/par_05	PAR	625
2020-09-19T11:32:00Z	station_05/multisens_05	Temperature	38.62
2020-09-19T11:32:00Z	station_05/multisens_05	Relative Humidity	29.13
2020-09-19T12:51:00Z	station_05/par_05	PAR	792
2020-09-19T12:58:00Z	station_05/multisens_05	Temperature	43.49
2020-09-19T13:51:00Z	station_05/multisens_05	Relative Humidity	22.85
2020-09-19T14:43:00Z	station_05/par_05	PAR	157
2020-09-19T14:44:00Z	station_05/multisens_05	Relative Humidity	31.68
2020-09-19T14:50:00Z	station_05/multisens_05	Temperature	35.69
2020-09-19T16:50:00Z	station_05/multisens_05	Temperature	34.01
2020-09-19T16:50:00Z	station_05/multisens_05	Relative Humidity	35.54
2020-09-19T16:50:00Z	station_05/par_05	PAR	386
2020-09-19T19:18:00Z	station_05/par_05	PAR	0
2020-09-19T19:22:00Z	station_05/multisens_05	Relative Humidity	58.17
2020-09-19T21:41:00Z	station_05/multisens_05	Temperature	19.5
2020-09-19T21:50:00Z	station_05/multisens_05	Temperature	25.2
2020-09-19T21:50:00Z	station_05/par_05	PAR	0
2020-09-19T22:21:00Z	station_05/multisens_05	Relative Humidity	62.36
2020-09-20T00:21:00Z	station_05/par_05	PAR	0
2020-09-20T00:24:00Z	station_05/multisens_05	Temperature	21.53
2020-09-20T02:13:00Z	station_05/multisens_05	Relative Humidity	83.34
2020-09-20T03:29:00Z	station_05/multisens_05	Temperature	19.89
2020-09-20T03:29:00Z	station_05/multisens_05	Relative Humidity	85.28
2020-09-20T05:20:00Z	station_05/par_05	PAR	0
2020-09-20T07:12:00Z	station_05/par_05	PAR	22
2020-09-20T07:15:00Z	station_05/multisens_05	Temperature	19
2020-09-20T07:34:00Z	station_05/multisens_05	Relative Humidity	79.54
2020-09-20T08:42:00Z	station_05/par_05	PAR	367
2020-09-20T08:54:00Z	station_05/multisens_05	Temperature	25.78
2020-09-20T09:01:00Z	station_05/multisens_05	Relative Humidity	51.22
2020-09-20T12:23:00Z	station_05/multisens_05	Temperature	42.34
2020-09-20T12:23:00Z	station_05/multisens_05	Relative Humidity	23.65
2020-09-20T12:51:00Z	station_05/par_05	PAR	837
2020-09-20T13:10:00Z	station_05/par_05	PAR	344
2020-09-20T13:14:00Z	station_05/multisens_05	Relative Humidity	38.76
2020-09-20T13:45:00Z	station_05/multisens_05	Temperature	32.98
2020-09-20T16:27:00Z	station_05/par_05	PAR	409
2020-09-20T16:52:00Z	station_05/multisens_05	Temperature	31.7
2020-09-20T17:50:00Z	station_05/multisens_05	Relative Humidity	44.08
2020-09-20T18:00:00Z	station_05/par_05	PAR	41
2020-09-20T18:44:00Z	station_05/multisens_05	Relative Humidity	74.29
2020-09-20T18:48:00Z	station_05/multisens_05	Temperature	26.83
2020-09-20T20:27:00Z	station_05/multisens_05	Relative Humidity	83.18
2020-09-20T20:27:00Z	station_05/par_05	PAR	0
2020-09-20T22:43:00Z	station_05/multisens_05	Temperature	24.44
2020-09-20T22:59:00Z	station_05/par_05	PAR	0
2020-09-20T23:40:00Z	station_05/multisens_05	Temperature	22.68
2020-09-21T00:35:00Z	station_05/multisens_05	Relative Humidity	95.95
2020-09-21T01:32:00Z	station_05/par_05	PAR	0
2020-09-21T01:59:00Z	station_05/multisens_05	Relative Humidity	92.61
2020-09-21T03:49:00Z	station_05/multisens_05	Temperature	20.67
2020-09-21T06:28:00Z	station_05/multisens_05	Temperature	20.05
2020-09-21T06:32:00Z	station_05/multisens_05	Relative Humidity	100
2020-09-21T06:32:00Z	station_05/par_05	PAR	0
2020-09-21T11:40:00Z	station_05/par_05	PAR	615
2020-09-21T11:47:00Z	station_05/multisens_05	Temperature	33.94
2020-09-21T11:51:00Z	station_05/multisens_05	Relative Humidity	55.09
2020-09-21T14:00:00Z	station_05/multisens_05	Temperature	35.11
2020-09-21T14:02:00Z	station_05/multisens_05	Relative Humidity	51.74
2020-09-21T14:32:00Z	station_05/par_05	PAR	705
2020-09-21T14:45:00Z	station_05/par_05	PAR	119
2020-09-21T15:14:00Z	station_05/multisens_05	Temperature	27.51
2020-09-21T15:28:00Z	station_05/multisens_05	Relative Humidity	82.06
2020-09-21T17:14:00Z	station_05/multisens_05	Temperature	27.17
2020-09-21T18:22:00Z	station_05/multisens_05	Relative Humidity	86.54
2020-09-21T18:41:00Z	station_05/par_05	PAR	0
2020-09-21T19:46:00Z	station_05/par_05	PAR	0
2020-09-21T20:21:00Z	station_05/multisens_05	Relative Humidity	99.6
2020-09-21T20:39:00Z	station_05/multisens_05	Temperature	25.18
2020-09-21T22:20:00Z	station_05/multisens_05	Relative Humidity	100
2020-09-21T22:20:00Z	station_05/par_05	PAR	0
2020-09-22T00:26:00Z	station_05/multisens_05	Temperature	20.84
2020-09-22T00:55:00Z	station_05/multisens_05	Relative Humidity	100
2020-09-22T00:55:00Z	station_05/par_05	PAR	0
2020-09-22T01:39:00Z	station_05/multisens_05	Temperature	21.36
2020-09-22T05:04:00Z	station_05/multisens_05	Temperature	18.8
2020-09-22T06:00:00Z	station_05/multisens_05	Relative Humidity	100
2020-09-22T06:00:00Z	station_05/par_05	PAR	0
2020-09-22T07:30:00Z	station_05/multisens_05	Temperature	18.47
2020-09-22T08:13:00Z	station_05/multisens_05	Relative Humidity	99.64
2020-09-22T08:24:00Z	station_05/par_05	PAR	315
2020-09-22T09:08:00Z	station_05/par_05	PAR	135
2020-09-22T09:50:00Z	station_05/multisens_05	Temperature	27.81
2020-09-22T09:53:00Z	station_05/multisens_05	Relative Humidity	63.46
2020-09-22T12:02:00Z	station_05/multisens_05	Temperature	36.42
2020-09-22T12:02:00Z	station_05/multisens_05	Relative Humidity	38.42
2020-09-22T12:49:00Z	station_05/par_05	PAR	686
2020-09-22T13:46:00Z	station_05/par_05	PAR	309
2020-09-22T13:55:00Z	station_05/multisens_05	Relative Humidity	57.38
2020-09-22T14:34:00Z	station_05/multisens_05	Temperature	29.41
2020-09-22T16:48:00Z	station_05/multisens_05	Relative Humidity	59.61
2020-09-22T16:49:00Z	station_05/par_05	PAR	364
2020-09-22T16:51:00Z	station_05/multisens_05	Temperature	29.5
2020-09-22T18:51:00Z	station_05/par_05	PAR	0
2020-09-22T18:55:00Z	station_05/multisens_05	Temperature	25.79
2020-09-22T19:33:00Z	station_05/multisens_05	Relative Humidity	96.2
2020-09-22T21:21:00Z	station_05/par_05	PAR	0
2020-09-22T23:12:00Z	station_05/multisens_05	Temperature	22.12
2020-09-22T23:14:00Z	station_05/multisens_05	Relative Humidity	96.14
2020-09-22T23:54:00Z	station_05/par_05	PAR	0
2020-09-23T00:18:00Z	station_05/multisens_05	Relative Humidity	65.83
2020-09-23T00:21:00Z	station_05/multisens_05	Temperature	23.55
2020-09-23T02:32:00Z	station_05/multisens_05	Relative Humidity	66.48
2020-09-23T02:59:00Z	station_05/multisens_05	Temperature	23.31
2020-09-23T05:00:00Z	station_05/par_05	PAR	0
2020-09-23T05:58:00Z	station_05/multisens_05	Relative Humidity	90.49
2020-09-23T06:35:00Z	station_05/multisens_05	Temperature	19.75
2020-09-23T07:06:00Z	station_05/par_05	PAR	3
2020-09-23T07:45:00Z	station_05/multisens_05	Relative Humidity	86.88
2020-09-23T08:47:00Z	station_05/multisens_05	Temperature	22.62
2020-09-23T10:01:00Z	station_05/par_05	PAR	335
2020-09-23T11:24:00Z	station_05/multisens_05	Temperature	35.74
2020-09-23T11:24:00Z	station_05/multisens_05	Relative Humidity	35.72
2020-09-23T12:26:00Z	station_05/par_05	PAR	193
2020-09-23T12:55:00Z	station_05/par_05	PAR	650
2020-09-23T14:50:00Z	station_05/multisens_05	Temperature	35.73
2020-09-23T14:50:00Z	station_05/multisens_05	Relative Humidity	33.67
2020-09-23T15:46:00Z	station_05/multisens_05	Temperature	31.4
2020-09-23T16:23:00Z	station_05/par_05	PAR	454
2020-09-23T17:40:00Z	station_05/multisens_05	Relative Humidity	65.65
2020-09-23T17:56:00Z	station_05/par_05	PAR	32
2020-09-23T18:25:00Z	station_05/multisens_05	Temperature	27.06
2020-09-23T19:16:00Z	station_05/multisens_05	Relative Humidity	50.79
2020-09-23T20:13:00Z	station_05/par_05	PAR	0
2020-09-23T21:42:00Z	station_05/multisens_05	Temperature	25.07
2020-09-23T22:01:00Z	station_05/multisens_05	Relative Humidity	56.62
2020-09-23T22:47:00Z	station_05/par_05	PAR	0
2020-09-23T23:29:00Z	station_05/multisens_05	Relative Humidity	72.49
2020-09-24T00:02:00Z	station_05/multisens_05	Temperature	20.84
2020-09-24T01:18:00Z	station_05/par_05	PAR	0
2020-09-24T01:46:00Z	station_05/multisens_05	Relative Humidity	71.83
2020-09-24T03:44:00Z	station_05/multisens_05	Temperature	20.16
2020-09-24T06:21:00Z	station_05/multisens_05	Temperature	17.7
2020-09-24T06:22:00Z	station_05/multisens_05	Relative Humidity	86.1
2020-09-24T06:25:00Z	station_05/par_05	PAR	0
2020-09-24T07:36:00Z	station_05/multisens_05	Relative Humidity	86.57
2020-09-24T07:46:00Z	station_05/multisens_05	Temperature	18.87
2020-09-24T08:51:00Z	station_05/par_05	PAR	596
2020-09-24T09:00:00Z	station_05/par_05	PAR	103
2020-09-24T10:24:00Z	station_05/multisens_05	Relative Humidity	40.27
2020-09-24T11:30:00Z	station_05/multisens_05	Temperature	35.96
2020-09-24T12:12:00Z	station_05/multisens_05	Temperature	18.58
2020-09-24T12:12:00Z	station_05/multisens_05	Relative Humidity	68.87
2020-09-24T12:17:00Z	station_05/par_05	PAR	957
2020-09-24T14:29:00Z	station_05/multisens_05	Temperature	35.58
2020-09-24T14:50:00Z	station_05/multisens_05	Relative Humidity	31.7
2020-09-24T15:09:00Z	station_05/par_05	PAR	148
2020-09-24T16:47:00Z	station_05/multisens_05	Temperature	28.1
2020-09-24T16:59:00Z	station_05/multisens_05	Relative Humidity	59.07
2020-09-24T17:03:00Z	station_05/par_05	PAR	196
2020-09-24T19:18:00Z	station_05/par_05	PAR	0
2020-09-24T20:17:00Z	station_05/multisens_05	Relative Humidity	80.68
2020-09-24T20:57:00Z	station_05/multisens_05	Temperature	18.56
2020-09-24T21:50:00Z	station_05/par_05	PAR	0
2020-09-24T21:54:00Z	station_05/multisens_05	Temperature	22.96
2020-09-24T22:58:00Z	station_05/multisens_05	Relative Humidity	86.85
2020-09-25T00:20:00Z	station_05/par_05	PAR	0
2020-09-25T00:21:00Z	station_05/multisens_05	Relative Humidity	80.49
2020-09-25T01:53:00Z	station_05/multisens_05	Temperature	18.99
2020-09-25T04:30:00Z	station_05/multisens_05	Relative Humidity	91.58
2020-09-25T05:10:00Z	station_05/multisens_05	Temperature	18.34
2020-09-25T05:24:00Z	station_05/par_05	PAR	0
2020-09-25T07:03:00Z	station_05/par_05	PAR	12
2020-09-25T07:36:00Z	station_05/multisens_05	Temperature	20.44
2020-09-25T07:36:00Z	station_05/multisens_05	Relative Humidity	90.67
2020-09-25T08:47:00Z	station_05/par_05	PAR	480
2020-09-25T09:41:00Z	station_05/multisens_05	Relative Humidity	47.74
2020-09-25T09:55:00Z	station_05/multisens_05	Temperature	29.68
2020-09-25T11:56:00Z	station_05/multisens_05	Temperature	33.61
2020-09-25T11:56:00Z	station_05/multisens_05	Relative Humidity	39.18
2020-09-25T11:56:00Z	station_05/par_05	PAR	812
2020-09-25T12:54:00Z	station_05/par_05	PAR	35
2020-09-25T13:18:00Z	station_05/multisens_05	Temperature	26.2
2020-09-25T13:18:00Z	station_05/multisens_05	Relative Humidity	79.84
2020-09-25T15:26:00Z	station_05/multisens_05	Temperature	30.99
2020-09-25T15:26:00Z	station_05/multisens_05	Relative Humidity	49.16
2020-09-25T15:26:00Z	station_05/par_05	PAR	402
2020-09-25T18:13:00Z	station_05/par_05	PAR	6
2020-09-25T20:30:00Z	station_05/multisens_05	Relative Humidity	56.89
2020-09-25T20:47:00Z	station_05/multisens_05	Temperature	25.91
2020-09-25T20:52:00Z	station_05/par_05	PAR	0
2020-09-28T22:21:00Z	station_05/multisens_05	Temperature	16.45
2020-09-28T23:43:00Z	station_05/multisens_05	Relative Humidity	76.67
2020-09-29T00:21:00Z	station_05/par_05	PAR	0
2020-09-29T00:47:00Z	station_05/multisens_05	Temperature	16.61
2020-09-29T01:24:00Z	station_05/multisens_05	Relative Humidity	77.43
2020-09-29T04:13:00Z	station_05/multisens_05	Temperature	14.49
2020-09-29T04:32:00Z	station_05/multisens_05	Relative Humidity	91.66
2020-09-29T05:24:00Z	station_05/par_05	PAR	0
2020-09-29T07:42:00Z	station_05/multisens_05	Temperature	14.74
2020-09-29T07:42:00Z	station_05/multisens_05	Relative Humidity	93.57
2020-09-29T07:55:00Z	station_05/par_05	PAR	293
2020-09-29T08:25:00Z	station_05/multisens_05	Relative Humidity	72.66
2020-09-29T08:53:00Z	station_05/par_05	PAR	77
2020-09-29T10:24:00Z	station_05/multisens_05	Temperature	21.27
2020-09-29T11:42:00Z	station_05/par_05	PAR	934
2020-09-29T12:25:00Z	station_05/multisens_05	Temperature	36.27
2020-09-29T12:25:00Z	station_05/multisens_05	Relative Humidity	28.85
2020-09-29T13:27:00Z	station_05/par_05	PAR	193
2020-09-29T14:27:00Z	station_05/multisens_05	Temperature	36.1
2020-09-29T15:14:00Z	station_05/multisens_05	Relative Humidity	28.08
2020-09-29T15:49:00Z	station_05/multisens_05	Temperature	29.32
2020-09-29T16:36:00Z	station_05/par_05	PAR	254
2020-09-29T17:57:00Z	station_05/multisens_05	Relative Humidity	37.57
2020-09-29T18:28:00Z	station_05/par_05	PAR	0
2020-09-29T18:56:00Z	station_05/multisens_05	Temperature	22.95
2020-09-29T19:20:00Z	station_05/multisens_05	Relative Humidity	51.97
2020-09-29T21:02:00Z	station_05/par_05	PAR	0
2020-09-29T22:43:00Z	station_05/multisens_05	Temperature	17.38
2020-09-29T22:53:00Z	station_05/multisens_05	Relative Humidity	79.96
2020-09-29T23:38:00Z	station_05/par_05	PAR	0
2020-09-30T00:45:00Z	station_05/multisens_05	Temperature	15.38
2020-09-30T02:13:00Z	station_05/multisens_05	Relative Humidity	82.6
2020-09-30T02:31:00Z	station_05/multisens_05	Temperature	15.28
2020-09-30T04:41:00Z	station_05/multisens_05	Relative Humidity	96.34
2020-09-30T04:48:00Z	station_05/par_05	PAR	0
2020-09-30T06:46:00Z	station_05/multisens_05	Relative Humidity	99.64
2020-09-30T06:48:00Z	station_05/multisens_05	Temperature	12.36
2020-09-30T07:11:00Z	station_05/par_05	PAR	12
2020-09-30T07:57:00Z	station_05/multisens_05	Temperature	14.29
2020-09-30T07:57:00Z	station_05/multisens_05	Relative Humidity	92.81
2020-09-30T08:57:00Z	station_05/par_05	PAR	563
2020-09-30T11:32:00Z	station_05/par_05	PAR	190
2020-09-30T11:49:00Z	station_05/multisens_05	Temperature	35.46
2020-09-30T11:50:00Z	station_05/multisens_05	Relative Humidity	25.23
2020-09-30T12:41:00Z	station_05/multisens_05	Temperature	29.43
2020-09-30T12:49:00Z	station_05/par_05	PAR	725
2020-09-30T13:19:00Z	station_05/multisens_05	Relative Humidity	20.46
2020-09-30T15:52:00Z	station_05/par_05	PAR	132
2020-09-30T17:49:00Z	station_05/multisens_05	Temperature	17.6
2020-09-30T17:49:00Z	station_05/multisens_05	Relative Humidity	73.48
2020-09-30T17:52:00Z	station_05/multisens_05	Temperature	24.63
2020-09-30T17:52:00Z	station_05/multisens_05	Relative Humidity	41.12
2020-09-30T18:29:00Z	station_05/par_05	PAR	0
2020-09-30T20:27:00Z	station_05/par_05	PAR	0
2020-09-30T20:54:00Z	station_05/multisens_05	Relative Humidity	65.79
2020-09-30T21:18:00Z	station_05/multisens_05	Temperature	18.99
2020-09-08T00:36:00Z	station_06/multisens_06	Temperature	23.86
2020-09-08T00:45:00Z	station_06/multisens_06	Relative Humidity	100
2020-09-08T01:10:00Z	station_06/multisens_06	Temperature	24.41
2020-09-08T01:52:00Z	station_06/multisens_06	Relative Humidity	97
2020-09-08T03:52:00Z	station_06/par_06	PAR	0
2020-09-08T06:54:00Z	station_06/par_06	PAR	12
2020-09-08T06:58:00Z	station_06/multisens_06	Temperature	23.78
2020-09-08T07:07:00Z	station_06/multisens_06	Relative Humidity	100
2020-09-08T09:08:00Z	station_06/par_06	PAR	467
2020-09-08T09:32:00Z	station_06/multisens_06	Relative Humidity	45.49
2020-09-08T10:10:00Z	station_06/multisens_06	Temperature	38.02
2020-09-08T10:40:00Z	station_06/multisens_06	Relative Humidity	36.24
2020-09-08T12:42:00Z	station_06/multisens_06	Temperature	33.89
2020-09-08T13:10:00Z	station_06/par_06	PAR	702
2020-09-08T14:02:00Z	station_06/par_06	PAR	174
2020-09-08T14:19:00Z	station_06/multisens_06	Temperature	40.43
2020-09-08T14:22:00Z	station_06/multisens_06	Relative Humidity	30.05
2020-09-08T16:42:00Z	station_06/par_06	PAR	228
2020-09-08T16:43:00Z	station_06/multisens_06	Temperature	33.18
2020-09-08T18:52:00Z	station_06/multisens_06	Relative Humidity	45.13
2020-09-08T19:27:00Z	station_06/par_06	PAR	0
2020-09-08T20:40:00Z	station_06/multisens_06	Temperature	21.64
2020-09-08T22:22:00Z	station_06/multisens_06	Relative Humidity	79.98
2020-09-08T22:26:00Z	station_06/multisens_06	Temperature	25
2020-09-08T23:11:00Z	station_06/multisens_06	Relative Humidity	88.67
2020-09-09T01:17:00Z	station_06/par_06	PAR	0
2020-09-09T04:16:00Z	station_06/multisens_06	Temperature	38.72
2020-09-09T04:16:00Z	station_06/multisens_06	Relative Humidity	34.07
2020-09-09T04:16:00Z	station_06/par_06	PAR	415
2020-09-09T04:24:00Z	station_06/par_06	PAR	0
2020-09-09T04:25:00Z	station_06/multisens_06	Temperature	22.75
2020-09-09T06:11:00Z	station_06/multisens_06	Relative Humidity	76.9
2020-09-09T07:22:00Z	station_06/multisens_06	Temperature	23.29
2020-09-09T09:13:00Z	station_06/par_06	PAR	496
2020-09-09T09:47:00Z	station_06/multisens_06	Relative Humidity	34.64
2020-09-09T10:21:00Z	station_06/multisens_06	Temperature	38.68
2020-09-09T11:55:00Z	station_06/multisens_06	Relative Humidity	37.68
2020-09-09T12:34:00Z	station_06/par_06	PAR	141
2020-09-09T13:10:00Z	station_06/par_06	PAR	679
2020-09-09T13:39:00Z	station_06/multisens_06	Relative Humidity	25.7
2020-09-09T13:43:00Z	station_06/multisens_06	Temperature	41.51
2020-09-09T16:13:00Z	station_06/multisens_06	Temperature	34.64
2020-09-09T16:25:00Z	station_06/par_06	PAR	170
2020-09-09T19:03:00Z	station_06/multisens_06	Relative Humidity	40.49
2020-09-09T19:17:00Z	station_06/par_06	PAR	0
2020-09-09T20:54:00Z	station_06/multisens_06	Temperature	25.56
2020-09-09T21:03:00Z	station_06/multisens_06	Relative Humidity	58.71
2020-09-09T22:29:00Z	station_06/multisens_06	Temperature	25.83
2020-09-09T22:29:00Z	station_06/par_06	PAR	0
2020-09-10T01:06:00Z	station_06/multisens_06	Relative Humidity	50.53
2020-09-10T03:06:00Z	station_06/multisens_06	Relative Humidity	68.78
2020-09-10T03:15:00Z	station_06/multisens_06	Temperature	23.15
2020-09-10T05:01:00Z	station_06/par_06	PAR	0
2020-09-10T07:16:00Z	station_06/multisens_06	Temperature	21.64
2020-09-10T07:16:00Z	station_06/multisens_06	Relative Humidity	81.51
2020-09-10T07:26:00Z	station_06/par_06	PAR	51
2020-09-10T09:49:00Z	station_06/multisens_06	Relative Humidity	28.71
2020-09-10T10:05:00Z	station_06/multisens_06	Temperature	40.94
2020-09-10T11:02:00Z	station_06/par_06	PAR	650
2020-09-10T12:09:00Z	station_06/multisens_06	Temperature	35
2020-09-10T12:13:00Z	station_06/par_06	PAR	141
2020-09-10T12:44:00Z	station_06/multisens_06	Relative Humidity	36.28
2020-09-10T14:18:00Z	station_06/multisens_06	Temperature	39.24
2020-09-10T14:22:00Z	station_06/multisens_06	Relative Humidity	30.65
2020-09-10T14:23:00Z	station_06/par_06	PAR	609
2020-09-10T17:53:00Z	station_06/par_06	PAR	51
2020-09-10T18:37:00Z	station_06/multisens_06	Relative Humidity	37.74
2020-09-10T19:56:00Z	station_06/multisens_06	Temperature	27.9
2020-09-10T20:48:00Z	station_06/par_06	PAR	0
2020-09-10T20:58:00Z	station_06/multisens_06	Relative Humidity	53.45
2020-09-10T21:04:00Z	station_06/multisens_06	Temperature	26.63
2020-09-11T01:42:00Z	station_06/multisens_06	Temperature	23.15
2020-09-11T03:22:00Z	station_06/multisens_06	Relative Humidity	78.8
2020-09-11T03:36:00Z	station_06/par_06	PAR	0
2020-09-11T07:02:00Z	station_06/multisens_06	Temperature	21.97
2020-09-11T07:02:00Z	station_06/multisens_06	Relative Humidity	79.94
2020-09-11T07:11:00Z	station_06/par_06	PAR	25
2020-09-11T09:39:00Z	station_06/multisens_06	Relative Humidity	29.02
2020-09-11T10:08:00Z	station_06/multisens_06	Temperature	41.25
2020-09-11T10:47:00Z	station_06/par_06	PAR	641
2020-09-11T12:31:00Z	station_06/par_06	PAR	112
2020-09-11T12:32:00Z	station_06/multisens_06	Temperature	33.55
2020-09-11T12:33:00Z	station_06/multisens_06	Relative Humidity	36.64
2020-09-11T14:22:00Z	station_06/par_06	PAR	567
2020-09-14T23:46:00Z	station_06/multisens_06	Relative Humidity	55.11
2020-09-15T00:39:00Z	station_06/par_06	PAR	0
2020-09-15T01:17:00Z	station_06/multisens_06	Temperature	23.4
2020-09-15T02:26:00Z	station_06/multisens_06	Relative Humidity	69.14
2020-09-15T05:32:00Z	station_06/multisens_06	Relative Humidity	61.58
2020-09-15T06:35:00Z	station_06/multisens_06	Temperature	24.62
2020-09-15T06:35:00Z	station_06/par_06	PAR	0
2020-09-15T08:17:00Z	station_06/par_06	PAR	241
2020-09-15T08:18:00Z	station_06/multisens_06	Relative Humidity	40.21
2020-09-15T08:42:00Z	station_06/multisens_06	Temperature	28.85
2020-09-15T10:28:00Z	station_06/multisens_06	Temperature	40.21
2020-09-15T10:29:00Z	station_06/multisens_06	Relative Humidity	27.64
2020-09-15T10:51:00Z	station_06/par_06	PAR	602
2020-09-15T15:39:00Z	station_06/multisens_06	Relative Humidity	30.38
2020-09-15T15:49:00Z	station_06/par_06	PAR	106
2020-09-15T16:23:00Z	station_06/multisens_06	Temperature	33.9
2020-09-15T18:50:00Z	station_06/par_06	PAR	0
2020-09-15T19:09:00Z	station_06/multisens_06	Temperature	26.44
2020-09-15T20:38:00Z	station_06/multisens_06	Relative Humidity	61.86
2020-09-15T20:41:00Z	station_06/par_06	PAR	0
2020-09-15T20:57:00Z	station_06/multisens_06	Temperature	25.89
2020-09-15T21:49:00Z	station_06/multisens_06	Relative Humidity	83.48
2020-09-15T22:46:00Z	station_06/par_06	PAR	0
2020-09-15T22:55:00Z	station_06/multisens_06	Temperature	21.6
2020-09-16T00:13:00Z	station_06/multisens_06	Relative Humidity	100
2020-09-16T00:58:00Z	station_06/par_06	PAR	0
2020-09-16T01:02:00Z	station_06/multisens_06	Temperature	20.91
2020-09-16T02:42:00Z	station_06/multisens_06	Relative Humidity	82.3
2020-09-16T05:08:00Z	station_06/multisens_06	Temperature	21.61
2020-09-16T05:16:00Z	station_06/multisens_06	Relative Humidity	97.23
2020-09-16T05:19:00Z	station_06/par_06	PAR	0
2020-09-16T06:58:00Z	station_06/par_06	PAR	9
2020-09-16T06:59:00Z	station_06/multisens_06	Relative Humidity	99.38
2020-09-16T07:21:00Z	station_06/multisens_06	Temperature	22.04
2020-09-16T08:43:00Z	station_06/multisens_06	Temperature	35.95
2020-09-16T08:43:00Z	station_06/multisens_06	Relative Humidity	37.31
2020-09-16T08:54:00Z	station_06/par_06	PAR	393
2020-09-16T10:14:00Z	station_06/multisens_06	Temperature	39.61
2020-09-16T10:15:00Z	station_06/multisens_06	Relative Humidity	30.38
2020-09-16T10:56:00Z	station_06/par_06	PAR	609
2020-09-16T12:14:00Z	station_06/par_06	PAR	154
2020-09-16T12:22:00Z	station_06/multisens_06	Temperature	34.26
2020-09-16T13:36:00Z	station_06/multisens_06	Relative Humidity	29.55
2020-09-16T14:12:00Z	station_06/multisens_06	Temperature	37.32
2020-09-16T14:17:00Z	station_06/par_06	PAR	370
2020-09-16T15:12:00Z	station_06/multisens_06	Relative Humidity	42.83
2020-09-16T23:22:00Z	station_06/multisens_06	Temperature	37.29
2020-09-16T23:22:00Z	station_06/multisens_06	Relative Humidity	35.69
2020-09-16T23:22:00Z	station_06/par_06	PAR	296
2020-09-16T23:25:00Z	station_06/multisens_06	Relative Humidity	87.58
2020-09-16T23:25:00Z	station_06/par_06	PAR	0
2020-09-17T00:51:00Z	station_06/multisens_06	Temperature	19.56
2020-09-17T01:47:00Z	station_06/par_06	PAR	0
2020-09-17T01:49:00Z	station_06/multisens_06	Temperature	24.22
2020-09-17T02:45:00Z	station_06/multisens_06	Relative Humidity	76.68
2020-09-17T04:28:00Z	station_06/multisens_06	Relative Humidity	83.31
2020-09-17T06:03:00Z	station_06/multisens_06	Temperature	24.08
2020-09-17T06:16:00Z	station_06/par_06	PAR	0
2020-09-17T07:41:00Z	station_06/multisens_06	Relative Humidity	79.68
2020-09-17T07:46:00Z	station_06/multisens_06	Temperature	24.62
2020-09-17T08:22:00Z	station_06/par_06	PAR	261
